,Gene ID,Log2Ratio,p-value,Max RPKM,Entrez To,Official Gene Symbol To,Species,Gene Name
6681,NM_020730,-3.61,0.00441,21358.51,1741,DLG3,Homo sapiens,discs large MAGUK scaffold protein 3(DLG3)
6685,NM_004747,-1.29,0.00523,128136.49,9231,DLG5,Homo sapiens,discs large MAGUK scaffold protein 5(DLG5)
6686,NR_024585,-1.76,0.0479,1261.62,100128292,DLG5-AS1,Homo sapiens,DLG5 antisense RNA 1(DLG5-AS1)
6708,NM_005220,-5.22,0.0216,10833.12,1747,DLX3,Homo sapiens,distal-less homeobox 3(DLX3)
6709,NM_001934,-3.74,0.0411,1634.27,1748,DLX4,Homo sapiens,distal-less homeobox 4(DLX4)
6710,NM_138281,-3.3,0.0127,2213.62,1748,DLX4,Homo sapiens,distal-less homeobox 4(DLX4)
6784,NM_015512,-1.85,0.00547,3767.59,25981,DNAH1,Homo sapiens,dynein axonemal heavy chain 1(DNAH1)
6792,NM_017539,-3.15,0.025,384.08,55567,DNAH3,Homo sapiens,dynein axonemal heavy chain 3(DNAH3)
6802,NM_001135110,-1.01,0.0147,44252.88,9093,DNAJA3,Homo sapiens,DnaJ heat shock protein family (Hsp40) member A3(DNAJA3)
6804,NM_001130182,-7.29,0.0191,49359.71,55466,DNAJA4,Homo sapiens,DnaJ heat shock protein family (Hsp40) member A4(DNAJA4)
6805,NM_018602,-5.33,0.0205,4077.13,55466,DNAJA4,Homo sapiens,DnaJ heat shock protein family (Hsp40) member A4(DNAJA4)
6806,NM_001130183,-1.88,0.0482,805.0,55466,DNAJA4,Homo sapiens,DnaJ heat shock protein family (Hsp40) member A4(DNAJA4)
6813,NM_001039550,-1.85,0.0127,6234.3,3300,DNAJB2,Homo sapiens,DnaJ heat shock protein family (Hsp40) member B2(DNAJB2)
6814,NM_006736,-1.02,0.0146,23236.6,3300,DNAJB2,Homo sapiens,DnaJ heat shock protein family (Hsp40) member B2(DNAJB2)
6822,NM_153330,-2.98,0.0401,7.88,165721,DNAJB8,Homo sapiens,DnaJ heat shock protein family (Hsp40) member B8(DNAJB8)
6840,NM_024902,-3.19,0.0287,5356.45,79962,DNAJC22,Homo sapiens,DnaJ heat shock protein family (Hsp40) member C22(DNAJC22)
6844,NM_016544,-1.18,0.00928,3277.28,51277,DNAJC27,Homo sapiens,DnaJ heat shock protein family (Hsp40) member C27(DNAJC27)
6849,NM_005528,-2.48,0.0185,2943.04,3338,DNAJC4,Homo sapiens,DnaJ heat shock protein family (Hsp40) member C4(DNAJC4)
6859,NM_005740,-1.75,0.0027,11340.89,10126,DNAL4,Homo sapiens,dynein axonemal light chain 4(DNAL4)
6862,NM_001009932,-1.51,0.0377,11385.03,1774,DNASE1L1,Homo sapiens,deoxyribonuclease 1 like 1(DNASE1L1)
6866,NM_001374,-1.5,0.00737,398.31,1775,DNASE1L2,Homo sapiens,deoxyribonuclease 1 like 2(DNASE1L2)
6901,NM_013369,-3.06,0.00245,9.59,29947,DNMT3L,Homo sapiens,DNA methyltransferase 3 like(DNMT3L)
6902,NM_175867,-3.06,0.00182,9.54,29947,DNMT3L,Homo sapiens,DNA methyltransferase 3 like(DNMT3L)
6903,NM_012100,-1.54,0.0154,20852.7,23549,DNPEP,Homo sapiens,aspartyl aminopeptidase(DNPEP)
6906,NM_001017520,-2.9,0.0221,7.44,1791,DNTT,Homo sapiens,DNA nucleotidylexotransferase(DNTT)
6907,NM_004088,-2.83,0.0312,7.12,1791,DNTT,Homo sapiens,DNA nucleotidylexotransferase(DNTT)
6941,NM_015018,-1.42,0.0135,10721.27,23033,DOP1A,Homo sapiens,DOP1 leucine zipper like protein A(DOP1A)
6942,NM_005128,-1.71,0.00339,73649.68,9980,DOP1B,Homo sapiens,DOP1 leucine zipper like protein B(DOP1B)
6964,NM_001141972,-1.35,0.047,680.26,89978,DPH6,Homo sapiens,diphthamine biosynthesis 6(DPH6)
6980,NM_017743,-1.67,0.0254,1510.02,54878,DPP8,Homo sapiens,dipeptidyl peptidase 8(DPP8)
6981,NM_130434,-1.32,0.000171,12145.54,54878,DPP8,Homo sapiens,dipeptidyl peptidase 8(DPP8)
7028,NM_024422,-3.68,0.00819,20927.1,1824,DSC2,Homo sapiens,desmocollin 2(DSC2)
7055,NM_004415,-3.9,0.00843,217922.18,1832,DSP,Homo sapiens,desmoplakin(DSP)
7056,NM_001008844,-2.82,0.0193,54319.72,1832,DSP,Homo sapiens,desmoplakin(DSP)
7098,NM_178502,-1.6,0.0141,11308.81,196403,DTX3,Homo sapiens,deltex E3 ubiquitin ligase 3(DTX3)
7104,NM_014080,-2.24,0.0152,18.1,50506,DUOX2,Homo sapiens,dual oxidase 2(DUOX2)
7126,NM_030640,-1.46,0.0385,46401.23,80824,DUSP16,Homo sapiens,dual specificity phosphatase 16(DUSP16)
7136,NM_001033575,-2.22,0.00624,860.33,285193,DUSP28,Homo sapiens,dual specificity phosphatase 28(DUSP28)
7175,NM_016008,-1.7,0.00209,1404.66,51626,DYNC2LI1,Homo sapiens,dynein cytoplasmic 2 light intermediate chain 1(DYNC2LI1)
7176,NM_015522,-1.26,0.0276,972.2,51626,DYNC2LI1,Homo sapiens,dynein cytoplasmic 2 light intermediate chain 1(DYNC2LI1)
7177,NM_001012665,-1.19,0.0282,717.33,51626,DYNC2LI1,Homo sapiens,dynein cytoplasmic 2 light intermediate chain 1(DYNC2LI1)
7181,NM_080677,-1.89,0.00877,109474.78,140735,DYNLL2,Homo sapiens,dynein light chain LC8-type 2(DYNLL2)
7183,NM_130897,-6.86,0.0018,242.84,83657,DYNLRB2,Homo sapiens,dynein light chain roadblock-type 2(DYNLRB2)
7242,NM_001110514,-3.63,0.0332,3877.87,57593,EBF4,Homo sapiens,EBF family member 4(EBF4)
7317,NM_001958,-3.77,0.0207,115299.89,1917,EEF1A2,Homo sapiens,eukaryotic translation elongation factor 1 alpha 2(EEF1A2)
7347,NM_001144933,-3.39,0.0059,10.51,146779,EFCAB3,Homo sapiens,EF-hand calcium binding domain 3(EFCAB3)
7348,NM_173503,-3.37,0.00678,10.36,146779,EFCAB3,Homo sapiens,EF-hand calcium binding domain 3(EFCAB3)
7349,NM_173584,-4.58,0.0123,5982.36,283229,CRACR2B,Homo sapiens,calcium release activated channel regulator 2B(CRACR2B)
7356,NM_022785,-2.11,0.0286,214.13,64800,EFCAB6,Homo sapiens,EF-hand calcium binding domain 6(EFCAB6)
7357,NM_198856,-1.74,0.0388,146.09,64800,EFCAB6,Homo sapiens,EF-hand calcium binding domain 6(EFCAB6)
7360,NM_024768,-7.11,0.0151,1176.33,79825,EFCC1,Homo sapiens,EF-hand and coiled-coil domain containing 1(EFCC1)
7368,NM_025202,-5.14,0.0389,48352.31,80303,EFHD1,Homo sapiens,EF-hand domain family member D1(EFHD1)
7370,NM_004428,-3.62,0.00361,17284.01,1942,EFNA1,Homo sapiens,ephrin A1(EFNA1)
7371,NM_182685,-2.69,0.000897,13060.8,1942,EFNA1,Homo sapiens,ephrin A1(EFNA1)
7372,NM_001405,-4.55,0.0136,79.17,1943,EFNA2,Homo sapiens,ephrin A2(EFNA2)
7374,NM_005227,-2.43,0.0333,8155.09,1945,EFNA4,Homo sapiens,ephrin A4(EFNA4)
7375,NM_182689,-2.33,0.0232,2632.95,1945,EFNA4,Homo sapiens,ephrin A4(EFNA4)
7376,NM_182690,-1.59,0.0212,1587.74,1945,EFNA4,Homo sapiens,ephrin A4(EFNA4)
7382,NM_014971,-1.68,0.0467,17746.6,22979,EFR3B,Homo sapiens,EFR3 homolog B(EFR3B)
7384,NM_032459,-5.91,0.00883,4789.61,10278,EFS,Homo sapiens,embryonal Fyn-associated substrate(EFS)
7463,NM_003752,-3.34,0.0354,2541.25,8663,EIF3C,Homo sapiens,eukaryotic translation initiation factor 3 subunit C(EIF3C)
7464,NM_001099661,-1.21,0.00284,426.9,728689,EIF3CL,Homo sapiens,eukaryotic translation initiation factor 3 subunit C like(EIF3CL)
7492,NM_001134650,-1.26,0.0202,699.92,317649,EIF4E3,Homo sapiens,eukaryotic translation initiation factor 4E family member 3(EIF4E3)
7535,NM_004433,-6.73,0.00181,47542.31,1999,ELF3,Homo sapiens,E74 like ETS transcription factor 3(ELF3)
7536,NM_001114309,-6.49,0.00368,40556.81,1999,ELF3,Homo sapiens,E74 like ETS transcription factor 3(ELF3)
7540,NM_198381,-3.08,0.026,252.68,2001,ELF5,Homo sapiens,E74 like ETS transcription factor 5(ELF5)
7550,NM_025165,-4.26,0.00751,8858.53,80237,ELL3,Homo sapiens,elongation factor for RNA polymerase II 3(ELL3)
7556,NM_024712,-5.26,0.00378,15477.96,79767,ELMO3,Homo sapiens,engulfment and cell motility 3(ELMO3)
7566,NM_001081752,-1.77,0.0137,28.2,2006,ELN,Homo sapiens,elastin(ELN)
7579,NM_001104558,-1.29,0.0382,4663.17,79993,ELOVL7,Homo sapiens,ELOVL fatty acid elongase 7(ELOVL7)
7608,NM_001010865,-2.25,0.0208,4657.84,197342,EME2,Homo sapiens,essential meiotic structure-specific endonuclease subunit 2(EME2)
7610,NM_133455,-5.54,0.00215,750.2,129080,EMID1,Homo sapiens,EMI domain containing 1(EMID1)
7616,NM_012155,-1.7,0.0291,6543.75,24139,EML2,Homo sapiens,EMAP like 2(EML2)
7623,NM_001424,-3.94,6.05e-05,314187.82,2013,EMP2,Homo sapiens,epithelial membrane protein 2(EMP2)
7639,NM_001008493,-5.33,0.012,114140.75,55740,ENAH,Homo sapiens,ENAH actin regulator(ENAH)
7646,NM_173627,-2.65,0.0165,10537.86,284131,ENDOV,Homo sapiens,endonuclease V(ENDOV)
7655,NM_001976,-1.55,0.0486,689.32,2027,ENO3,Homo sapiens,enolase 3(ENO3)
7675,NM_207046,-1.66,0.0215,15378.15,2029,ENSA,Homo sapiens,endosulfine alpha(ENSA)
7676,NM_004436,-1.65,0.0272,53898.83,2029,ENSA,Homo sapiens,endosulfine alpha(ENSA)
7678,NM_207044,-1.26,0.0297,42210.47,2029,ENSA,Homo sapiens,endosulfine alpha(ENSA)
7692,NM_203468,-4.18,0.0106,11172.91,954,ENTPD2,Homo sapiens,ectonucleoside triphosphate diphosphohydrolase 2(ENTPD2)
7693,NM_001246,-3.5,0.0207,1003.61,954,ENTPD2,Homo sapiens,ectonucleoside triphosphate diphosphohydrolase 2(ENTPD2)
7701,NM_001033113,-10.85,0.0483,1840.77,377841,ENTPD8,Homo sapiens,ectonucleoside triphosphate diphosphohydrolase 8(ENTPD8)
7718,NM_022140,-6.11,0.00576,7212.16,64097,EPB41L4A,Homo sapiens,erythrocyte membrane protein band 4.1 like 4A(EPB41L4A)
7720,NR_027706,-9.11,0.00695,551.9,54508,EPB41L4A-DT,Homo sapiens,EPB41L4A divergent transcript(EPB41L4A-DT)
7728,NM_002354,-6.52,0.000242,92292.21,4072,EPCAM,Homo sapiens,epithelial cell adhesion molecule(EPCAM)
7732,NM_005232,-7.7,2.08e-05,10618.55,2041,EPHA1,Homo sapiens,EPH receptor A1(EPHA1)
7733,NM_001099439,-9.6,0.0489,10862.19,284656,EPHA10,Homo sapiens,EPH receptor A10(EPHA10)
7734,NM_173641,-2.99,0.0359,166.5,284656,EPHA10,Homo sapiens,EPH receptor A10(EPHA10)
7749,NM_004443,-4.44,0.0146,29876.86,2049,EPHB3,Homo sapiens,EPH receptor B3(EPHB3)
7767,NM_017957,-7.83,0.00263,79389.03,55040,EPN3,Homo sapiens,epsin 3(EPN3)
7772,NM_031308,-6.99,0.0123,80797.16,83481,EPPK1,Homo sapiens,epiplakin 1(EPPK1)
7778,NM_133180,-6.44,0.00566,17725.84,54869,EPS8L1,Homo sapiens,EPS8 signaling adaptor L1(EPS8L1)
7787,NM_000502,-3.31,5.76e-05,137.65,8288,EPX,Homo sapiens,eosinophil peroxidase(EPX)
7800,NM_001982,-6.73,2.66e-05,130725.08,2065,ERBB3,Homo sapiens,erb-b2 receptor tyrosine kinase 3(ERBB3)
7801,NM_001005915,-5.1,8.37e-05,7652.17,2065,ERBB3,Homo sapiens,erb-b2 receptor tyrosine kinase 3(ERBB3)
7834,NM_080663,-2.39,0.0141,249.85,112479,ERI2,Homo sapiens,ERI1 exoribonuclease family member 2(ERI2)
7838,NM_001127397,-2.31,0.000123,2917.31,27248,ERLEC1,Homo sapiens,endoplasmic reticulum lectin 1(ERLEC1)
7843,NM_007175,-1.58,0.0496,93967.3,11160,ERLIN2,Homo sapiens,ER lipid raft associated 2(ERLIN2)
7851,NM_024896,-2.25,0.0358,115783.84,79956,ERMP1,Homo sapiens,endoplasmic reticulum metallopeptidase 1(ERMP1)
7852,NM_001433,-1.84,0.0332,15921.64,2081,ERN1,Homo sapiens,endoplasmic reticulum to nucleus signaling 1(ERN1)
7870,NM_031475,-8.61,0.0126,17811.89,83715,ESPN,Homo sapiens,espin(ESPN)
7872,NR_026567,-8.87,0.0175,466.87,284729,ESPNP,Homo sapiens,espin pseudogene(ESPNP)
7873,NM_001122742,-12.09,0.0386,31117.2,2099,ESR1,Homo sapiens,estrogen receptor 1(ESR1)
7876,NM_001122741,-10.22,0.0134,40170.47,2099,ESR1,Homo sapiens,estrogen receptor 1(ESR1)
7881,NM_017697,-9.31,0.000683,54568.84,54845,ESRP1,Homo sapiens,epithelial splicing regulatory protein 1(ESRP1)
7882,NM_001122826,-9.26,0.00339,12752.77,54845,ESRP1,Homo sapiens,epithelial splicing regulatory protein 1(ESRP1)
7883,NM_001122825,-8.49,0.00049,36634.85,54845,ESRP1,Homo sapiens,epithelial splicing regulatory protein 1(ESRP1)
7885,NM_001122827,-5.11,0.00365,3336.25,54845,ESRP1,Homo sapiens,epithelial splicing regulatory protein 1(ESRP1)
7886,NM_024939,-3.96,0.00122,13772.02,80004,ESRP2,Homo sapiens,epithelial splicing regulatory protein 2(ESRP2)
7910,NM_001146627,-4.3,0.0348,19.67,64850,ETNPPL,Homo sapiens,ethanolamine-phosphate phospho-lyase(ETNPPL)
7944,NM_001988,-3.7,8.4e-05,60302.23,2125,EVPL,Homo sapiens,envoplakin(EVPL)
7955,NM_017820,-3.14,0.00199,3008.0,54932,EXD3,Homo sapiens,exonuclease 3'-5' domain containing 3(EXD3)
7966,NM_138568,-1.34,0.00546,226.37,90332,EXOC3L2,Homo sapiens,exocyst complex component 3 like 2(EXOC3L2)
7974,NM_001145298,-3.26,0.00138,16441.39,23265,EXOC7,Homo sapiens,exocyst complex component 7(EXOC7)
7975,NM_001145297,-2.78,0.00387,26755.87,23265,EXOC7,Homo sapiens,exocyst complex component 7(EXOC7)
8028,NM_016946,-5.97,0.049,25300.58,50848,F11R,Homo sapiens,F11 receptor(F11R)
8038,NM_000130,-1.72,0.0262,1321.45,2153,F5,Homo sapiens,coagulation factor V(F5)
8039,NM_019616,-8.56,0.0123,1405.87,2155,F7,Homo sapiens,coagulation factor VII(F7)
8040,NM_000131,-7.11,0.0154,561.72,2155,F7,Homo sapiens,coagulation factor VII(F7)
8048,NM_001441,-4.29,0.00498,9076.67,2166,FAAH,Homo sapiens,fatty acid amide hydrolase(FAAH)
8049,NM_174912,-6.16,0.000312,3721.07,158584,FAAH2,Homo sapiens,fatty acid amide hydrolase 2(FAAH2)
8084,NM_203305,-2.57,0.00349,41349.92,399665,EEIG1,Homo sapiens,estrogen-induced osteoclastogenesis regulator 1(EEIG1)
8085,NM_001035254,-2.45,0.00206,103728.96,399665,EEIG1,Homo sapiens,estrogen-induced osteoclastogenesis regulator 1(EEIG1)
8098,NM_031424,-4.56,0.00836,14428.28,83541,FAM110A,Homo sapiens,family with sequence similarity 110 member A(FAM110A)
8099,NM_207121,-1.22,0.0432,1009.84,83541,FAM110A,Homo sapiens,family with sequence similarity 110 member A(FAM110A)
8102,NM_001077710,-7.22,0.00319,1539.69,642273,FAM110C,Homo sapiens,family with sequence similarity 110 member C(FAM110C)
8118,NM_030802,-2.61,0.0257,6044.77,81558,FAM117A,Homo sapiens,family with sequence similarity 117 member A(FAM117A)
8134,NM_173822,-1.26,0.013,27180.59,285172,HYCC2,Homo sapiens,hyccin PI4KA lipid kinase complex subunit 2(HYCC2)
8144,NM_144635,-1.24,0.042,3422.87,131408,FAM131A,Homo sapiens,family with sequence similarity 131 member A(FAM131A)
8154,NM_019000,-3.82,0.0125,3929.43,54463,RETREG1,Homo sapiens,reticulophagy regulator 1(RETREG1)
8155,NM_001034850,-1.77,0.0345,5572.21,54463,RETREG1,Homo sapiens,reticulophagy regulator 1(RETREG1)
8180,NM_173348,-1.0,0.0325,4974.34,317662,FAM149B1,Homo sapiens,family with sequence similarity 149 member B1(FAM149B1)
8191,NM_015686,-3.39,0.0216,8393.87,27112,NALF2,Homo sapiens,NALCN channel auxiliary factor 2(NALF2)
8196,NM_001145249,-1.84,0.0318,518.66,100132403,FAM157B,Homo sapiens,family with sequence similarity 157 member B(FAM157B)
8199,NM_001109977,-1.71,0.0486,11896.48,729830,FHIP1A,Homo sapiens,FHF complex subunit HOOK interacting protein 1A(FHIP1A)
8208,NM_173509,-2.54,0.00398,13.9,148753,FAM163A,Homo sapiens,family with sequence similarity 163 member A(FAM163A)
8210,NM_001164310,-1.46,0.0445,27.56,730112,CIMIP2B,Homo sapiens,ciliary microtubule inner protein 2B(CIMIP2B)
8217,NM_182562,-3.17,0.0333,156.05,283777,FAM169BP,Homo sapiens,"family with sequence similarity 169 member B, pseudogene(FAM169BP)"
8227,NM_023933,-2.02,0.00821,3959.35,65990,ANTKMT,Homo sapiens,adenine nucleotide translocase lysine methyltransferase(ANTKMT)
8230,NM_207446,-5.41,0.0017,44682.26,400451,FAM174B,Homo sapiens,family with sequence similarity 174 member B(FAM174B)
8233,NM_001079519,-1.87,0.0126,1707.58,283635,FAM177A1,Homo sapiens,family with sequence similarity 177 member A1(FAM177A1)
8255,NM_001145269,-1.45,0.0222,831.82,222234,FAM185A,Homo sapiens,family with sequence similarity 185 member A(FAM185A)
8257,NM_001145475,-1.72,0.0355,18.07,121006,FAM186A,Homo sapiens,family with sequence similarity 186 member A(FAM186A)
8258,NR_027450,-2.0,0.0413,345.9,84070,FAM186B,Homo sapiens,family with sequence similarity 186 member B(FAM186B)
8279,NM_001128424,-3.49,0.022,82289.85,51313,GASK1B,Homo sapiens,golgi associated kinase 1B(GASK1B)
8305,NM_001012971,-4.1,0.000851,56.77,200232,FAM209A,Homo sapiens,family with sequence similarity 209 member A(FAM209A)
8306,NM_001013646,-2.38,0.0398,63.41,388799,FAM209B,Homo sapiens,family with sequence similarity 209 member B(FAM209B)
8313,NM_080821,-1.98,0.0129,92845.45,116151,FAM210B,Homo sapiens,family with sequence similarity 210 member B(FAM210B)
8316,NR_027178,-1.89,0.0334,631.44,125144,SNHG29,Homo sapiens,small nucleolar RNA host gene 29(SNHG29)
8318,NR_027173,-1.3,0.0295,567.82,125144,SNHG29,Homo sapiens,small nucleolar RNA host gene 29(SNHG29)
8334,NM_019099,-3.06,1.79e-05,5735.06,55924,INKA2,Homo sapiens,inka box actin regulator 2(INKA2)
8336,NM_032333,-2.75,0.00397,21474.64,84293,PRXL2A,Homo sapiens,peroxiredoxin like 2A(PRXL2A)
8338,NM_019600,-3.57,0.00209,20406.58,56204,ATOSA,Homo sapiens,atos homolog A(ATOSA)
8357,NM_032829,-1.9,0.034,2690.18,84915,FAM222A,Homo sapiens,family with sequence similarity 222 member A(FAM222A)
8374,NM_001146157,-6.88,0.00589,359.82,643161,FAM25A,Homo sapiens,family with sequence similarity 25 member A(FAM25A)
8375,NM_001137556,-4.84,0.0392,28.49,100132929,FAM25BP,Homo sapiens,"family with sequence similarity 25 member B, pseudogene(FAM25BP)"
8390,NM_206964,-4.38,0.0209,36.06,54097,FAM3B,Homo sapiens,FAM3 metabolism regulating signaling molecule B(FAM3B)
8401,NM_017709,-3.55,0.0434,43333.71,54855,TENT5C,Homo sapiens,terminal nucleotidyltransferase 5C(TENT5C)
8405,NM_001136570,-2.47,0.00655,685.7,100129583,FAM47E,Homo sapiens,family with sequence similarity 47 member E(FAM47E)
8421,NM_018379,-5.9,0.0126,18182.55,55793,MINDY1,Homo sapiens,MINDY lysine 48 deubiquitinase 1(MINDY1)
8423,NM_001163259,-2.62,0.0484,608.17,55793,MINDY1,Homo sapiens,MINDY lysine 48 deubiquitinase 1(MINDY1)
8424,NM_001040217,-2.33,0.00435,4074.15,55793,MINDY1,Homo sapiens,MINDY lysine 48 deubiquitinase 1(MINDY1)
8425,NM_001163260,-2.18,0.00456,3309.97,55793,MINDY1,Homo sapiens,MINDY lysine 48 deubiquitinase 1(MINDY1)
8432,NM_080829,-4.13,1.68e-06,1026.42,140876,RIPOR3,Homo sapiens,RIPOR family member 3(RIPOR3)
8441,NM_153364,-1.98,0.0131,40.43,196472,GARIN6,Homo sapiens,golgi associated RAB2 interactor family member 6(GARIN6)
8442,NM_173526,-6.99,0.036,127.42,161142,GARIN2,Homo sapiens,golgi associated RAB2 interactor family member 2(GARIN2)
8443,NM_138411,-3.09,0.0204,897.35,112703,GARIN5A,Homo sapiens,golgi associated RAB2 interactor 5A(GARIN5A)
8466,NM_207006,-5.59,0.0298,716.5,84985,FAM83A,Homo sapiens,family with sequence similarity 83 member A(FAM83A)
8469,NM_001010872,-3.36,0.00825,16812.59,222584,FAM83B,Homo sapiens,family with sequence similarity 83 member B(FAM83B)
8473,NM_138435,-9.56,0.0232,2070.63,113828,FAM83F,Homo sapiens,family with sequence similarity 83 member F(FAM83F)
8475,NM_198488,-2.82,0.00403,137506.23,286077,FAM83H,Homo sapiens,family with sequence similarity 83 member H(FAM83H)
8477,NM_174911,-5.08,9.1e-06,194573.06,157638,LRATD2,Homo sapiens,LRAT domain containing 2(LRATD2)
8486,NM_018172,-2.09,0.00263,734.39,55199,FAM86C1P,Homo sapiens,"family with sequence similarity 86 member C1, pseudogene(FAM86C1P)"
8489,NR_024249,-1.84,0.0178,3744.19,645332,FAM86C2P,Homo sapiens,"family with sequence similarity 86 member C2, pseudogene(FAM86C2P)"
8491,NR_024253,-1.38,0.032,4533.14,348926,FAM86EP,Homo sapiens,"family with sequence similarity 86 member E, pseudogene(FAM86EP)"
8507,NR_026759,-2.63,0.0415,20.25,100133036,FAM95B1,Homo sapiens,family with sequence similarity 95 member B1(FAM95B1)
8532,NM_022725,-1.38,0.0105,22746.34,2188,FANCF,Homo sapiens,FA complementation group F(FANCF)
8534,NM_018193,-1.49,0.0421,6731.87,55215,FANCI,Homo sapiens,FA complementation group I(FANCI)
8539,NM_145235,-2.49,1.35e-05,869.02,92565,FANK1,Homo sapiens,fibronectin type III and ankyrin repeat domains 1(FANK1)
8594,NM_000507,-9.97,0.00758,56994.56,2203,FBP1,Homo sapiens,fructose-bisphosphatase 1(FBP1)
8598,NM_001142641,-1.16,0.00865,39848.15,57666,FBRSL1,Homo sapiens,fibrosin like 1(FBRSL1)
8602,NM_152441,-1.27,0.00288,3983.66,144699,FBXL14,Homo sapiens,F-box and leucine rich repeat protein 14(FBXL14)
8603,NM_024326,-1.99,0.00534,948.44,79176,FBXL15,Homo sapiens,F-box and leucine rich repeat protein 15(FBXL15)
8604,NM_153350,-3.08,0.00803,22319.55,146330,FBXL16,Homo sapiens,F-box and leucine rich repeat protein 16(FBXL16)
8610,NM_032875,-1.03,0.0452,4233.25,84961,FBXL20,Homo sapiens,F-box and leucine rich repeat protein 20(FBXL20)
8612,NM_203373,-2.97,0.00874,757.04,283807,FBXL22,Homo sapiens,F-box and leucine rich repeat protein 22(FBXL22)
8619,NM_018378,-1.86,0.0393,7019.82,55336,FBXL8,Homo sapiens,F-box and leucine rich repeat protein 8(FBXL8)
8624,NM_001142958,-2.64,0.0344,364.83,201456,FBXO15,Homo sapiens,F-box protein 15(FBXO15)
8625,NM_152676,-2.43,0.0156,312.64,201456,FBXO15,Homo sapiens,F-box protein 15(FBXO15)
8639,NM_183420,-1.46,0.0164,3562.29,26260,FBXO25,Homo sapiens,F-box protein 25(FBXO25)
8661,NM_001080410,-1.31,0.0284,34755.24,150726,FBXO41,Homo sapiens,F-box protein 41(FBXO41)
8675,NM_018438,-1.57,0.0172,4603.24,26270,FBXO6,Homo sapiens,F-box protein 6(FBXO6)
8689,NM_012164,-1.28,0.011,23087.56,26190,FBXW2,Homo sapiens,F-box and WD repeat domain containing 2(FBXW2)
8690,NM_022039,-1.72,0.000611,29328.57,6468,FBXW4,Homo sapiens,F-box and WD repeat domain containing 4(FBXW4)
8756,NR_003262,-1.31,0.0486,1132.05,619190,FDPSP2,Homo sapiens,farnesyl diphosphate synthase pseudogene 2(FDPSP2)
8760,NM_004110,-2.4,0.0116,5737.09,2232,FDXR,Homo sapiens,ferredoxin reductase(FDXR)
8762,NM_000140,-1.51,0.0206,10026.44,2235,FECH,Homo sapiens,ferrochelatase(FECH)
8802,NM_033086,-5.41,0.029,1050.41,89846,FGD3,Homo sapiens,"FYVE, RhoGEF and PH domain containing 3(FGD3)"
8803,NM_139241,-2.78,0.0116,6411.34,121512,FGD4,Homo sapiens,"FYVE, RhoGEF and PH domain containing 4(FGD4)"
8857,NM_001144914,-2.64,0.0175,140.8,2263,FGFR2,Homo sapiens,fibroblast growth factor receptor 2(FGFR2)
8880,NM_006682,-2.09,0.0143,116.4,10875,FGL2,Homo sapiens,fibrinogen like 2(FGL2)
8886,NM_033393,-2.97,0.0047,18431.72,85462,FHDC1,Homo sapiens,FH2 domain containing 1(FHDC1)
8903,NM_001145106,-3.84,0.0429,14500.61,84929,FIBCD1,Homo sapiens,fibrinogen C domain containing 1(FIBCD1)
8943,NM_002014,-2.25,0.045,522882.77,2288,FKBP4,Homo sapiens,FKBP prolyl isomerase 4(FKBP4)
8985,NR_027441,-3.03,9.53e-05,352.78,730971,LINC02447,Homo sapiens,long intergenic non-protein coding RNA 2447(LINC02447)
8987,NR_024279,-1.06,0.0366,6505.25,729614,SPEN-AS1,Homo sapiens,SPEN antisense RNA 1(SPEN-AS1)
8990,NR_024492,-1.31,0.0383,13639.89,645644,FLJ42627,Homo sapiens,uncharacterized LOC645644(FLJ42627)
8995,NM_001457,-3.1,0.016,268717.2,2317,FLNB,Homo sapiens,filamin B(FLNB)
9021,NM_138439,-1.24,0.000781,14270.63,114984,FLYWCH2,Homo sapiens,FLYWCH family member 2(FLYWCH2)
9034,NM_002022,-1.97,0.00586,1720.37,2329,FMO4,Homo sapiens,flavin containing dimethylaniline monoxygenase 4(FMO4)
9035,NM_001461,-3.77,0.013,2316.93,2330,FMO5,Homo sapiens,flavin containing dimethylaniline monoxygenase 5(FMO5)
9036,NM_001144830,-3.41,0.0201,439.77,2330,FMO5,Homo sapiens,flavin containing dimethylaniline monoxygenase 5(FMO5)
9037,NM_001144829,-3.4,0.00655,320.77,2330,FMO5,Homo sapiens,flavin containing dimethylaniline monoxygenase 5(FMO5)
9056,NM_001024948,-1.73,0.0315,51508.05,54874,FNBP1L,Homo sapiens,formin binding protein 1 like(FNBP1L)
9069,NM_133372,-4.36,0.000212,30061.99,96459,FNIP1,Homo sapiens,folliculin interacting protein 1(FNIP1)
9084,NM_000802,-4.22,0.0263,213.79,2348,FOLR1,Homo sapiens,folate receptor alpha(FOLR1)
9088,NM_001113534,-2.26,0.0467,2.39,2350,FOLR2,Homo sapiens,folate receptor beta(FOLR2)
9097,NM_004496,-6.96,1.18e-05,251877.98,3169,FOXA1,Homo sapiens,forkhead box A1(FOXA1)
9114,NM_001126334,-1.88,0.0194,226.34,653427,FOXD4L5,Homo sapiens,forkhead box D4 like 5(FOXD4L5)
9147,NM_001012505,-1.22,0.03,702.04,27086,FOXP1,Homo sapiens,forkhead box P1(FOXP1)
9152,NM_001114377,-1.72,0.0316,1092.1,50943,FOXP3,Homo sapiens,forkhead box P3(FOXP3)
